ENSG00000000005	ENSG00000061656
ENSG00000000005	ENSG00000099968
ENSG00000000005	ENSG00000104765
ENSG00000000005	ENSG00000105383
ENSG00000000005	ENSG00000114455
ENSG00000000005	ENSG00000124103
ENSG00000000005	ENSG00000139637
ENSG00000000005	ENSG00000150337
ENSG00000000005	ENSG00000157613
ENSG00000000005	ENSG00000163472
ENSG00000000005	ENSG00000167741
ENSG00000000005	ENSG00000169379
ENSG00000000005	ENSG00000176171
ENSG00000000005	ENSG00000181754
ENSG00000000005	ENSG00000184988
ENSG00000000005	ENSG00000242019
ENSG00000000419	ENSG00000106511
ENSG00000000457	ENSG00000034713
ENSG00000000457	ENSG00000100348
ENSG00000000457	ENSG00000139112
ENSG00000000457	ENSG00000198420
ENSG00000000460	ENSG00000149380
ENSG00000001036	ENSG00000085741
ENSG00000001036	ENSG00000105576
ENSG00000001036	ENSG00000105991
ENSG00000001036	ENSG00000108256
ENSG00000001036	ENSG00000127445
ENSG00000001036	ENSG00000138867
ENSG00000001036	ENSG00000186226
ENSG00000001036	ENSG00000186844
ENSG00000001036	ENSG00000187170
ENSG00000001036	ENSG00000188730
ENSG00000001036	ENSG00000196224
ENSG00000001036	ENSG00000196734
ENSG00000001036	ENSG00000205867
ENSG00000001036	ENSG00000213416
ENSG00000001036	ENSG00000215455
ENSG00000001167	ENSG00000066136
ENSG00000001167	ENSG00000101266
ENSG00000001167	ENSG00000120837
ENSG00000001167	ENSG00000124788
ENSG00000001167	ENSG00000135482
ENSG00000001167	ENSG00000136451
ENSG00000001167	ENSG00000143190
ENSG00000001167	ENSG00000143442
ENSG00000001167	ENSG00000146963
ENSG00000001167	ENSG00000161202
ENSG00000001167	ENSG00000165417
ENSG00000001167	ENSG00000172530
ENSG00000001167	ENSG00000198218
ENSG00000001167	ENSG00000198258
ENSG00000001167	ENSG00000198420
ENSG00000001461	ENSG00000101363
ENSG00000001461	ENSG00000105369
ENSG00000001461	ENSG00000137210
ENSG00000001461	ENSG00000158813
ENSG00000001461	ENSG00000160131
ENSG00000001461	ENSG00000164294
ENSG00000001461	ENSG00000168958
ENSG00000001461	ENSG00000185883
ENSG00000001461	ENSG00000265107
ENSG00000001561	ENSG00000105677
ENSG00000001561	ENSG00000139644
ENSG00000001631	ENSG00000078140
ENSG00000002016	ENSG00000002016
ENSG00000002016	ENSG00000005102
ENSG00000002016	ENSG00000066136
ENSG00000002016	ENSG00000102753
ENSG00000002016	ENSG00000106511
ENSG00000002016	ENSG00000173846
ENSG00000002016	ENSG00000196092
ENSG00000002016	ENSG00000196911
ENSG00000002016	ENSG00000272886
ENSG00000002016	ENSG00000278023
ENSG00000002330	ENSG00000077522
ENSG00000002330	ENSG00000094796
ENSG00000002330	ENSG00000129473
ENSG00000002330	ENSG00000171552
ENSG00000002549	ENSG00000065029
ENSG00000002549	ENSG00000084764
ENSG00000002549	ENSG00000094916
ENSG00000002549	ENSG00000117461
ENSG00000002549	ENSG00000122565
ENSG00000002549	ENSG00000150773
ENSG00000002549	ENSG00000158773
ENSG00000002549	ENSG00000159840
ENSG00000002549	ENSG00000172530
ENSG00000002726	ENSG00000135482
ENSG00000002726	ENSG00000143442
ENSG00000002726	ENSG00000151923
ENSG00000002726	ENSG00000156795
ENSG00000002726	ENSG00000160973
ENSG00000002726	ENSG00000164438
ENSG00000002726	ENSG00000166831
ENSG00000002726	ENSG00000183283
ENSG00000002726	ENSG00000183640
ENSG00000002746	ENSG00000148704
ENSG00000002822	ENSG00000012779
ENSG00000002822	ENSG00000048540
ENSG00000002822	ENSG00000057663
ENSG00000002822	ENSG00000068394
ENSG00000002822	ENSG00000072201
ENSG00000002822	ENSG00000078114
ENSG00000002822	ENSG00000083535
ENSG00000002822	ENSG00000088727
ENSG00000002822	ENSG00000103528
ENSG00000002822	ENSG00000105401
ENSG00000002822	ENSG00000105617
ENSG00000002822	ENSG00000112130
ENSG00000002822	ENSG00000117266
ENSG00000002822	ENSG00000119862
ENSG00000002822	ENSG00000131375
ENSG00000002822	ENSG00000134207
